-1.1141,2.4817,0.7941,0.7668,0.5690,0.5952,0.5232
1.2358,1.2842,0.9128,0.6913,0.7889,0.8078,0.5230
0.2301,0.2613,0.6018,0.4272,0.6269,0.6261,0.4981
0.0863,0.6533,0.6604,0.4982,0.6292,0.6339,0.5033
1.7537,0.7095,0.9058,0.6144,0.8140,0.8281,0.5179
-0.1155,3.4402,0.9614,0.9033,0.7424,0.7827,0.5470
3.0904,-0.0214,0.9417,0.5515,0.8866,0.8961,0.5170
1.6531,1.0950,0.9275,0.6808,0.8188,0.8361,0.5234
3.7942,1.9069,0.9952,0.8780,0.9476,0.9597,0.5540
-0.5922,3.2801,0.9320,0.8788,0.6801,0.7201,0.5405
1.5487,1.4580,0.9432,0.7368,0.8226,0.8426,0.5284
